0,1,2,3
mifepristone,G03XB01,9606.ENSP00000261835,CYP46A1
mifepristone,G03XB01,9606.ENSP00000316649,OSBPL2
mifepristone,G03XB01,9606.ENSP00000314398,CYP4F8
mifepristone,G03XB01,9606.ENSP00000261532,ESRRB
mifepristone,G03XB01,9606.ENSP00000313925,DHTR
mifepristone,G03XB01,9606.ENSP00000334954,CYP4X1
mifepristone,G03XB01,9606.ENSP00000275016,CYP39A1
mifepristone,G03XB01,9606.ENSP00000326884,ARFRP1
mifepristone,G03XB01,9606.ENSP00000320447,NR2C2
mifepristone,G03XB01,9606.ENSP00000318867,CYP8B1
mifepristone,G03XB01,9606.ENSP00000319859,CYP4F11
mifepristone,G03XB01,9606.ENSP00000321821,CYP4F12
mifepristone,G03XB01,9606.ENSP00000263847,OSBP
mifepristone,G03XB01,9606.ENSP00000264278,CYP20A1
mifepristone,G03XB01,9606.ENSP00000325822,CYP11B2
mifepristone,G03XB01,9606.ENSP00000325819,NR2F1
mifepristone,G03XB01,9606.ENSP00000325120,PGR
mifepristone,G03XB01,9606.ENSP00000274118,ENSP00000274118
mifepristone,G03XB01,9606.ENSP00000334592,CYP2R1
mifepristone,G03XB01,9606.ENSP00000332679,CYP2A13
mifepristone,G03XB01,9606.ENSP00000330650,ENSP00000330650
mifepristone,G03XB01,9606.ENSP00000268053,CYP11A1
mifepristone,G03XB01,9606.ENSP00000329908,NR2F2
mifepristone,G03XB01,9606.ENSP00000268062,CYP1A1
mifepristone,G03XB01,9606.ENSP00000334246,CYP4Z1
mifepristone,G03XB01,9606.ENSP00000333212,CYP2U1
mifepristone,G03XB01,9606.ENSP00000273142,OSBPL10
mifepristone,G03XB01,9606.ENSP00000269703,ENSP00000269703
mifepristone,G03XB01,9606.ENSP00000333946,COQ6
mifepristone,G03XB01,9606.ENSP00000271153,CYP4B1
mifepristone,G03XB01,9606.ENSP00000349711,ORM1
mifepristone,G03XB01,9606.ENSP00000346625,CYP2D6
mifepristone,G03XB01,9606.ENSP00000278017,CYP17A1
mifepristone,G03XB01,9606.ENSP00000339587,DFNA5
mifepristone,G03XB01,9606.ENSP00000292414,CYP3A7
mifepristone,G03XB01,9606.ENSP00000294337,CYP4A22
mifepristone,G03XB01,9606.ENSP00000292427,CYP11B1
mifepristone,G03XB01,9606.ENSP00000285985,CYP2C8
mifepristone,G03XB01,9606.ENSP00000343877,MPRG
mifepristone,G03XB01,9606.ENSP00000285949,CYP26C1
mifepristone,G03XB01,9606.ENSP00000285981,CYP2C19
mifepristone,G03XB01,9606.ENSP00000285979,CYP2C18
mifepristone,G03XB01,9606.ENSP00000343925,ESR2
mifepristone,G03XB01,9606.ENSP00000346110,CYP2G1P
mifepristone,G03XB01,9606.ENSP00000347441,NR3C2
mifepristone,G03XB01,9606.ENSP00000291442,NR2F6
mifepristone,G03XB01,9606.ENSP00000347006,ENSP00000347006
mifepristone,G03XB01,D009961,D009961
mifepristone,G03XB01,9606.ENSP00000354584,ESRRG
mifepristone,G03XB01,D003577,D003577
mifepristone,G03XB01,D011987,D011987
mifepristone,G03XB01,D011944,D011944
mifepristone,G03XB01,9606.ENSP00000206249,ESR1
mifepristone,G03XB01,9606.ENSP00000338624,TASP1
mifepristone,G03XB01,9606.ENSP00000260433,CYP19A1
mifepristone,G03XB01,9606.ENSP00000275525,IGFBP1
mifepristone,G03XB01,9606.ENSP00000277508,PAEP
mifepristone,G03XB01,9606.ENSP00000219271,MMP15
mifepristone,G03XB01,9606.ENSP00000216953,MMP9
mifepristone,G03XB01,9606.ENSP00000215743,MMP11
mifepristone,G03XB01,9606.ENSP00000246186,MMP24
mifepristone,G03XB01,9606.ENSP00000260229,MMP27
mifepristone,G03XB01,9606.ENSP00000236826,MMP8
mifepristone,G03XB01,9606.ENSP00000241903,MMPL1
mifepristone,G03XB01,9606.ENSP00000233813,IGFBP5
mifepristone,G03XB01,9606.ENSP00000233809,IGFBP2
mifepristone,G03XB01,9606.ENSP00000296511,ANXA5
mifepristone,G03XB01,9606.ENSP00000275521,IGFBP3
mifepristone,G03XB01,9606.ENSP00000295666,IGFBP7
mifepristone,G03XB01,9606.ENSP00000301464,IGFBP6
mifepristone,G03XB01,9606.ENSP00000299855,MMP3
mifepristone,G03XB01,9606.ENSP00000260228,ENSP00000260228
mifepristone,G03XB01,9606.ENSP00000300762,MMP26
mifepristone,G03XB01,9606.ENSP00000262219,ANXA13
mifepristone,G03XB01,9606.ENSP00000257497,ANXA1
mifepristone,G03XB01,9606.ENSP00000313437,MMP19
mifepristone,G03XB01,9606.ENSP00000314522,JUN
mifepristone,G03XB01,9606.ENSP00000264908,ANXA3
mifepristone,G03XB01,9606.ENSP00000320664,MMP12
mifepristone,G03XB01,9606.ENSP00000322788,MMP1
mifepristone,G03XB01,9606.ENSP00000269593,IGFBP4
mifepristone,G03XB01,9606.ENSP00000271679,ANXA9
mifepristone,G03XB01,9606.ENSP00000339672,MMP13
mifepristone,G03XB01,9606.ENSP00000286614,MMP16
mifepristone,G03XB01,9606.ENSP00000277916,ANXA7
mifepristone,G03XB01,9606.ENSP00000346550,ANXA6
mifepristone,G03XB01,9606.ENSP00000284684,ENSP00000284684
mifepristone,G03XB01,9606.ENSP00000341005,ANXA11
mifepristone,G03XB01,9606.ENSP00000279441,MMP10
mifepristone,G03XB01,9606.ENSP00000340652,MMP28
mifepristone,G03XB01,9606.ENSP00000346201,MMP14
mifepristone,G03XB01,9606.ENSP00000346032,ANXA2
mifepristone,G03XB01,9606.ENSP00000353767,MMP17
mifepristone,G03XB01,9606.ENSP00000352943,ANXA8
mifepristone,G03XB01,9606.ENSP00000348308,MMP23A
mifepristone,G03XB01,9606.ENSP00000348234,TAT
mifepristone,G03XB01,9606.ENSP00000352248,ANXA10
mifepristone,G03XB01,9606.ENSP00000350693,S100A10
mifepristone,G03XB01,D020782,D020782
mifepristone,G03XB01,D017302,D017302
mifepristone,G03XB01,D017305,D017305
mifepristone,G03XB01,D018970,D018970
mifepristone,G03XB01,D018969,D018969
mifepristone,G03XB01,D018808,D018808
midodrine,C01CA17,9606.ENSP00000303199,ADRA1D
midodrine,C01CA17,9606.ENSP00000306662,ADRA1B
midodrine,C01CA17,9606.ENSP00000280155,ADRA2A
midodrine,C01CA17,9606.ENSP00000320944,ADRA2B
midodrine,C01CA17,D011942,D011942
midodrine,C01CA17,9606.ENSP00000348729,ADRA1C
midazolam,N05CD08,9606.ENSP00000262857,GABRA3
midazolam,N05CD08,9606.ENSP00000023897,GABRA1
midazolam,N05CD08,9606.ENSP00000274547,GABRB2
midazolam,N05CD08,9606.ENSP00000331912,GABRG3
midazolam,N05CD08,9606.ENSP00000274545,GABRA6
midazolam,N05CD08,9606.ENSP00000264318,GABRA4
midazolam,N05CD08,9606.ENSP00000299267,GABRB3
midazolam,N05CD08,9606.ENSP00000275066,GABRR1
midazolam,N05CD08,9606.ENSP00000295454,GABRB1
midazolam,N05CD08,9606.ENSP00000276369,GABRQ
midazolam,N05CD08,9606.ENSP00000345982,GABRE
midazolam,N05CD08,9606.ENSP00000342957,GABRD
midazolam,N05CD08,9606.ENSP00000335592,GABRA5
midazolam,N05CD08,9606.ENSP00000337915,CYP3A4
midazolam,N05CD08,9606.ENSP00000349000,GABRG2
midazolam,N05CD08,9606.ENSP00000348897,GABRA2
midazolam,N05CD08,D011963,D011963
midazolam,N05CD08,9606.ENSP00000332679,CYP2A13
mianserin,N06AX03,9606.ENSP00000261668,HTR2A
mianserin,N06AX03,D011969,D011969
mianserin,N06AX03,D019389,D019389
mianserin,N06AX03,9606.ENSP00000347299,ENSP00000347299
mianserin,N06AX03,9606.ENSP00000346625,CYP2D6
mianserin,N06AX03,9606.ENSP00000347754,HTR3A
mianserin,N06AX03,D044406,D044406
mianserin,N06AX03,9606.ENSP00000305372,ADRB2
mianserin,N06AX03,9606.ENSP00000046967,ADRB1
mianserin,N06AX03,9606.ENSP00000343782,ADRB3
mianserin,N06AX03,D011943,D011943
mianserin,N06AX03,9606.ENSP00000257763,HTR1B
mianserin,N06AX03,9606.ENSP00000316244,HTR1A
mianserin,N06AX03,9606.ENSP00000254235,ADCY7
mianserin,N06AX03,9606.ENSP00000264672,ADCY2
mianserin,N06AX03,9606.ENSP00000195455,AC1
mianserin,N06AX03,9606.ENSP00000295881,DRD3
mianserin,N06AX03,9606.ENSP00000311405,ADCY6
mianserin,N06AX03,9606.ENSP00000308685,ADCY5
mianserin,N06AX03,9606.ENSP00000294016,ADCY9
mianserin,N06AX03,9606.ENSP00000286355,ADCY8
mianserin,N06AX03,9606.ENSP00000297323,ADCY1
mianserin,N06AX03,9606.ENSP00000312126,ADCY4
mianserin,N06AX03,9606.ENSP00000347474,DRD2
mianserin,N06AX03,D000262,D000262
mianserin,N06AX03,9606.ENSP00000355401,ENSP00000355401
mianserin,N06AX03,D017448,D017448
mexiletine,C01BB02,9606.ENSP00000342007,CYP1A2
mexiletine,C01BB02,9606.ENSP00000346625,CYP2D6
mexiletine,C01BB02,9606.ENSP00000300061,SCNN1G
mexiletine,C01BB02,9606.ENSP00000338508,EEF1B2
mexiletine,C01BB02,9606.ENSP00000329956,SCN10A
mexiletine,C01BB02,9606.ENSP00000299333,SCN3B
mexiletine,C01BB02,9606.ENSP00000264432,ACCN5
mexiletine,C01BB02,9606.ENSP00000312702,DEFB114
mexiletine,C01BB02,9606.ENSP00000262631,SCN1B
mexiletine,C01BB02,9606.ENSP00000228468,ENSP00000228468
mexiletine,C01BB02,9606.ENSP00000006839,SCN4A
mexiletine,C01BB02,9606.ENSP00000304748,ENSP00000304748
mexiletine,C01BB02,9606.ENSP00000326309,DEFB124
mexiletine,C01BB02,9606.ENSP00000297504,ACCN3
mexiletine,C01BB02,9606.ENSP00000283254,SCN3A
mexiletine,C01BB02,9606.ENSP00000322460,SCN4B
mexiletine,C01BB02,9606.ENSP00000321594,SCNN1D
mexiletine,C01BB02,9606.ENSP00000353158,SCN7A
mexiletine,C01BB02,9606.ENSP00000350786,ACCN4
mexiletine,C01BB02,9606.ENSP00000353292,SCNN1A
mexiletine,C01BB02,D015222,D015222
metyrapone,V04CD01,9606.ENSP00000334954,CYP4X1
metyrapone,V04CD01,9606.ENSP00000222982,CYP3A5
metyrapone,V04CD01,9606.ENSP00000222382,CYP3A43
metyrapone,V04CD01,9606.ENSP00000221700,CYP4F2
metyrapone,V04CD01,9606.ENSP00000271153,CYP4B1
metyrapone,V04CD01,9606.ENSP00000333534,CYP2F1
metyrapone,V04CD01,9606.ENSP00000216862,CYP24A1
metyrapone,V04CD01,9606.ENSP00000003100,CYP51A1
metyrapone,V04CD01,9606.ENSP00000001146,CYP26B1
metyrapone,V04CD01,9606.ENSP00000258415,CYP27A1
metyrapone,V04CD01,9606.ENSP00000228606,CYP27B1
metyrapone,V04CD01,9606.ENSP00000224356,CYP26A1
metyrapone,V04CD01,9606.ENSP00000269703,ENSP00000269703
metyrapone,V04CD01,9606.ENSP00000244043,PTGIS
metyrapone,V04CD01,9606.ENSP00000257149,CYP2J2
metyrapone,V04CD01,9606.ENSP00000252945,CYP2E1
metyrapone,V04CD01,9606.ENSP00000260682,CYP2C9
metyrapone,V04CD01,9606.ENSP00000260630,CYP1B1
metyrapone,V04CD01,9606.ENSP00000260433,CYP19A1
metyrapone,V04CD01,9606.ENSP00000260706,CH25H
metyrapone,V04CD01,9606.ENSP00000264278,CYP20A1
metyrapone,V04CD01,9606.ENSP00000333212,CYP2U1
metyrapone,V04CD01,9606.ENSP00000285979,CYP2C18
metyrapone,V04CD01,9606.ENSP00000346625,CYP2D6
metyrapone,V04CD01,9606.ENSP00000285949,CYP26C1
metyrapone,V04CD01,9606.ENSP00000274118,ENSP00000274118
metyrapone,V04CD01,9606.ENSP00000278017,CYP17A1
metyrapone,V04CD01,9606.ENSP00000275016,CYP39A1
metyrapone,V04CD01,9606.ENSP00000292414,CYP3A7
metyrapone,V04CD01,9606.ENSP00000285985,CYP2C8
metyrapone,V04CD01,9606.ENSP00000285981,CYP2C19
metyrapone,V04CD01,9606.ENSP00000301146,CYP2A7
metyrapone,V04CD01,9606.ENSP00000292427,CYP11B1
metyrapone,V04CD01,9606.ENSP00000294342,ENSP00000294342
metyrapone,V04CD01,9606.ENSP00000301141,CYP2A6
metyrapone,V04CD01,9606.ENSP00000301645,CYP7A1
metyrapone,V04CD01,9606.ENSP00000311095,CYP4A11
metyrapone,V04CD01,9606.ENSP00000343074,ENSP00000343074
metyrapone,V04CD01,9606.ENSP00000310721,CYP7B1
metyrapone,V04CD01,9606.ENSP00000303356,DCXR
metyrapone,V04CD01,9606.ENSP00000346110,CYP2G1P
metyrapone,V04CD01,9606.ENSP00000303875,CYP21A2
metyrapone,V04CD01,9606.ENSP00000310149,CYP2W1
metyrapone,V04CD01,9606.ENSP00000332679,CYP2A13
metyrapone,V04CD01,9606.ENSP00000330650,ENSP00000330650
metyrapone,V04CD01,9606.ENSP00000314398,CYP4F8
metyrapone,V04CD01,9606.ENSP00000324648,CYP2B6
metyrapone,V04CD01,9606.ENSP00000321821,CYP4F12
metyrapone,V04CD01,9606.ENSP00000319859,CYP4F11
metyrapone,V04CD01,D013252,D013252
metyrapone,V04CD01,9606.ENSP00000347006,ENSP00000347006
metyrapone,V04CD01,9606.ENSP00000334246,CYP4Z1
metyrapone,V04CD01,9606.ENSP00000333946,COQ6
metyrapone,V04CD01,9606.ENSP00000342007,CYP1A2
metyrapone,V04CD01,9606.ENSP00000337915,CYP3A4
metyrapone,V04CD01,D003577,D003577
metyrapone,V04CD01,9606.ENSP00000334592,CYP2R1
metyrapone,V04CD01,9606.ENSP00000268062,CYP1A1
metyrapone,V04CD01,9606.ENSP00000268053,CYP11A1
metyrapone,V04CD01,9606.ENSP00000325822,CYP11B2
metyrapone,V04CD01,D002786,D002786
metyrapone,V04CD01,D019405,D019405
metoprolol,C07AB02,9606.ENSP00000046967,ADRB1
metoprolol,C07AB02,D018342,D018342
metoclopramide,A03FA01,9606.ENSP00000257763,HTR1B
metoclopramide,A03FA01,9606.ENSP00000250699,CHRNA10
metoclopramide,A03FA01,9606.ENSP00000240132,CHRNA2
metoclopramide,A03FA01,9606.ENSP00000238349,TRIM32
metoclopramide,A03FA01,9606.ENSP00000217176,CHRNA4
metoclopramide,A03FA01,9606.ENSP00000176183,ENSP00000176183
metoclopramide,A03FA01,9606.ENSP00000303727,CHRNA7
metoclopramide,A03FA01,9606.ENSP00000261668,HTR2A
metoclopramide,A03FA01,9606.ENSP00000189978,MUSK
metoclopramide,A03FA01,9606.ENSP00000261007,CHRNA1
metoclopramide,A03FA01,9606.ENSP00000260191,HTR3B
metoclopramide,A03FA01,9606.ENSP00000258400,HTR2B
metoclopramide,A03FA01,9606.ENSP00000276410,CHRNA6
metoclopramide,A03FA01,9606.ENSP00000299847,CHRFAM7A
metoclopramide,A03FA01,9606.ENSP00000276198,HTR2C
metoclopramide,A03FA01,9606.ENSP00000295881,DRD3
metoclopramide,A03FA01,9606.ENSP00000287907,HTR5A
metoclopramide,A03FA01,9606.ENSP00000293780,CHRNE
metoclopramide,A03FA01,9606.ENSP00000292212,CHRNB2
metoclopramide,A03FA01,9606.ENSP00000289753,HTR6
metoclopramide,A03FA01,9606.ENSP00000347474,DRD2
metoclopramide,A03FA01,9606.ENSP00000315602,CHRNA3
metoclopramide,A03FA01,9606.ENSP00000313661,HTR1D
metoclopramide,A03FA01,9606.ENSP00000312663,CHRNA9
metoclopramide,A03FA01,9606.ENSP00000307766,HTR1E
metoclopramide,A03FA01,9606.ENSP00000322924,HTR1F
metoclopramide,A03FA01,9606.ENSP00000335511,HTR3E
metoclopramide,A03FA01,9606.ENSP00000334315,ENSP00000334315
metoclopramide,A03FA01,9606.ENSP00000333348,GPR109B
metoclopramide,A03FA01,9606.ENSP00000355037,HTR4
metoclopramide,A03FA01,9606.ENSP00000347754,HTR3A
metoclopramide,A03FA01,D044406,D044406
metoclopramide,A03FA01,D011950,D011950
metoclopramide,A03FA01,D011985,D011985
metoclopramide,A03FA01,D017448,D017448
metoclopramide,A03FA01,9606.ENSP00000258385,CHRND
metoclopramide,A03FA01,9606.ENSP00000306490,CHRM1
metoclopramide,A03FA01,9606.ENSP00000319984,CHRM2
metoclopramide,A03FA01,D011976,D011976
methysergide,N02CA04,9606.ENSP00000261668,HTR2A
methysergide,N02CA04,9606.ENSP00000260191,HTR3B
methysergide,N02CA04,9606.ENSP00000258400,HTR2B
methysergide,N02CA04,9606.ENSP00000257763,HTR1B
methysergide,N02CA04,9606.ENSP00000238349,TRIM32
methysergide,N02CA04,9606.ENSP00000307766,HTR1E
methysergide,N02CA04,9606.ENSP00000276198,HTR2C
methysergide,N02CA04,9606.ENSP00000289753,HTR6
methysergide,N02CA04,9606.ENSP00000287907,HTR5A
methysergide,N02CA04,9606.ENSP00000334315,ENSP00000334315
methysergide,N02CA04,9606.ENSP00000322924,HTR1F
methysergide,N02CA04,9606.ENSP00000316244,HTR1A
methysergide,N02CA04,9606.ENSP00000313661,HTR1D
methysergide,N02CA04,9606.ENSP00000347754,HTR3A
methysergide,N02CA04,D011985,D011985
methysergide,N02CA04,9606.ENSP00000355037,HTR4
methysergide,N02CA04,9606.ENSP00000264672,ADCY2
methysergide,N02CA04,9606.ENSP00000260600,KIAA0511
methysergide,N02CA04,9606.ENSP00000254235,ADCY7
methysergide,N02CA04,9606.ENSP00000195455,AC1
methysergide,N02CA04,9606.ENSP00000297323,ADCY1
methysergide,N02CA04,9606.ENSP00000286355,ADCY8
methysergide,N02CA04,9606.ENSP00000294016,ADCY9
methysergide,N02CA04,9606.ENSP00000311405,ADCY6
methysergide,N02CA04,9606.ENSP00000308685,ADCY5
methysergide,N02CA04,9606.ENSP00000312126,ADCY4
methysergide,N02CA04,D000262,D000262
methysergide,N02CA04,9606.ENSP00000355401,ENSP00000355401
methyltestosterone,G03BA02 G03EK01,9606.ENSP00000250080,SHBG
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000258743,IL6
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000217407,LBP
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000348234,TAT
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000348068,SERPINA1
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000248598,FGL2
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000255040,APCS
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000256733,ENSP00000256733
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000278207,SAA3P
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000231509,NR3C1
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000245907,C3
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000277480,LCN2
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000265634,NPTX2
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000264998,PRO1400
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000265983,HPX
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000273550,FTH1
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000273395,ENSP00000273395
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000266041,ITIH4
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000306361,FGA
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000291440,CPAMD8
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000278222,SAA4
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000306099,FGB
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000295897,ALB
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000296695,SPINK1
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000295927,TSG14
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000336829,FGG
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000307549,NPTX1
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000306512,IL8
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000313691,FTMT
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000308762,SAA1
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000327545,NPTXR
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000323929,A2M
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000354291,ENSP00000354291
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000351029,HLA-A
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000349711,ORM1
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000349451,HPR
methylprednisolone,D07AA01 D10AA02 H02AB04,D000209,D000209
methylprednisolone,D07AA01 D10AA02 H02AB04,D007074,D007074
methylprednisolone,D07AA01 D10AA02 H02AB04,D002097,D002097
methylprednisolone,D07AA01 D10AA02 H02AB04,D016753,D016753
methylprednisolone,D07AA01 D10AA02 H02AB04,D014444,D014444
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000261981,SERPINA3
methylphenidate,N06BA04,9606.ENSP00000298472,SLC18A2
methylphenidate,N06BA04,9606.ENSP00000219833,SLC6A2
methylphenidate,N06BA04,9606.ENSP00000295881,DRD3
methylphenidate,N06BA04,9606.ENSP00000176183,ENSP00000176183
methylphenidate,N06BA04,9606.ENSP00000306129,DRD5
methylphenidate,N06BA04,9606.ENSP00000347474,DRD2
methylphenidate,N06BA04,9606.ENSP00000327652,DRD1
methylphenidate,N06BA04,D050484,D050484
methylphenidate,N06BA04,D011954,D011954
methyldopa,C02AB01 C02AB02,D015239,D015239
methyldopa,C02AB01 C02AB02,9606.ENSP00000207636,COMT
methyldopa,C02AB01 C02AB02,D002394,D002394
methyldopa,C02AB01 C02AB02,D004296,D004296
methyldopa,C02AB01 C02AB02,9606.ENSP00000321990,ENSP00000321990
methyldopa,C02AB01 C02AB02,9606.ENSP00000338742,SULT1A2
methyldopa,C02AB01 C02AB02,9606.ENSP00000339928,DDC
methyldopa,C02AB01 C02AB02,D000974,D000974
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000292212,CHRNB2
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000240132,CHRNA2
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000217176,CHRNA4
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000189978,MUSK
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000250699,CHRNA10
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000261007,CHRNA1
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000276410,CHRNA6
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000258385,CHRND
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000299847,CHRFAM7A
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000293780,CHRNE
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000303727,CHRNA7
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000333348,GPR109B
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000315602,CHRNA3
methylscopolamine,A03BB03 S01FA03,9606.ENSP00000319984,CHRM2
methylscopolamine,A03BB03 S01FA03,D011950,D011950
methylscopolamine,A03BB03 S01FA03,D011976,D011976
methoxyflurane,N01AB03,9606.ENSP00000252945,CYP2E1
methoxyflurane,N01AB03,9606.ENSP00000341625,CYB5
methoxyflurane,N01AB03,D019392,D019392
methoxyflurane,N01AB03,D015786,D015786
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000294342,ENSP00000294342
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000333212,CYP2U1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000294337,CYP4A22
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000325822,CYP11B2
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000292414,CYP3A7
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000268053,CYP11A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000334246,CYP4Z1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000221700,CYP4F2
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000216862,CYP24A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000003100,CYP51A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000001146,CYP26B1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000285985,CYP2C8
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000222982,CYP3A5
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000222382,CYP3A43
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000224356,CYP26A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000252945,CYP2E1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000244043,PTGIS
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000228606,CYP27B1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000260433,CYP19A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000264278,CYP20A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000258415,CYP27A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000257149,CYP2J2
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000260630,CYP1B1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000261835,CYP46A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000260706,CH25H
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000260682,CYP2C9
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000285979,CYP2C18
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000274118,ENSP00000274118
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000271153,CYP4B1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000333946,COQ6
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000269703,ENSP00000269703
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000278017,CYP17A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000285949,CYP26C1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000275016,CYP39A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000301645,CYP7A1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000301173,CYP2S1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000301146,CYP2A7
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000301141,CYP2A6
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000333534,CYP2F1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000318867,CYP8B1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000310149,CYP2W1
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000314398,CYP4F8
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000311095,CYP4A11
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000321821,CYP4F12
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000319859,CYP4F11
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000332679,CYP2A13
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000324648,CYP2B6
8-methoxypsoralen,D05AD02 D05BA02,9606.ENSP00000334592,CYP2R1
